date,sku,product,category,units_sold,unit_price,unit_cost,revenue,cogs,gross_margin,gross_margin_pct
2026-04-15,HOO-301,Hooded sweatshirt,Hoodies,16,189.0,72.0,3024.0,1152.0,1872.0,61.9
2026-04-15,HOO-302,Crewneck sweatshirt,Hoodies,16,159.0,60.0,2544.0,960.0,1584.0,62.26
2026-04-15,JKT-401,Transitional parka,Jackets,6,399.0,175.0,2394.0,1050.0,1344.0,56.14
2026-04-15,JKT-402,Denim jacket,Jackets,9,259.0,105.0,2331.0,945.0,1386.0,59.46
2026-04-15,ACC-501,Beanie hat,Accessories,34,49.0,14.0,1666.0,476.0,1190.0,71.43
2026-04-16,TSH-001,Basic cotton tee,T-shirts,37,59.0,19.0,2183.0,703.0,1480.0,67.8
2026-04-16,TSH-002,Premium oversize tee,T-shirts,32,89.0,31.0,2848.0,992.0,1856.0,65.17
2026-04-16,SHI-101,Linen slim shirt,Shirts,16,159.0,62.0,2544.0,992.0,1552.0,61.01
2026-04-16,SHI-102,Flannel check shirt,Shirts,15,139.0,54.0,2085.0,810.0,1275.0,61.15
2026-04-16,TRO-201,Chino trousers,Trousers,18,179.0,70.0,3222.0,1260.0,1962.0,60.89
2026-04-16,TRO-202,Regular jeans,Trousers,24,199.0,82.0,4776.0,1968.0,2808.0,58.79
2026-04-16,TRO-203,Jogger sweatpants,Trousers,25,119.0,40.0,2975.0,1000.0,1975.0,66.39
2026-04-16,HOO-301,Hooded sweatshirt,Hoodies,19,189.0,72.0,3591.0,1368.0,2223.0,61.9
2026-04-16,HOO-302,Crewneck sweatshirt,Hoodies,18,159.0,60.0,2862.0,1080.0,1782.0,62.26
2026-04-16,JKT-401,Transitional parka,Jackets,8,399.0,175.0,3192.0,1400.0,1792.0,56.14
2026-04-16,JKT-402,Denim jacket,Jackets,11,259.0,105.0,2849.0,1155.0,1694.0,59.46
2026-04-16,ACC-501,Beanie hat,Accessories,40,49.0,14.0,1960.0,560.0,1400.0,71.43
2026-04-17,TSH-001,Basic cotton tee,T-shirts,47,59.0,19.0,2773.0,893.0,1880.0,67.8
2026-04-17,TSH-002,Premium oversize tee,T-shirts,29,89.0,31.0,2581.0,899.0,1682.0,65.17
2026-04-17,SHI-101,Linen slim shirt,Shirts,17,159.0,62.0,2703.0,1054.0,1649.0,61.01
2026-04-17,SHI-102,Flannel check shirt,Shirts,18,139.0,54.0,2502.0,972.0,1530.0,61.15
2026-04-17,TRO-201,Chino trousers,Trousers,31,179.0,70.0,5549.0,2170.0,3379.0,60.89
2026-04-17,TRO-202,Regular jeans,Trousers,28,199.0,82.0,5572.0,2296.0,3276.0,58.79
2026-04-17,TRO-203,Jogger sweatpants,Trousers,35,119.0,40.0,4165.0,1400.0,2765.0,66.39
2026-04-17,HOO-301,Hooded sweatshirt,Hoodies,26,189.0,72.0,4914.0,1872.0,3042.0,61.9
2026-04-17,HOO-302,Crewneck sweatshirt,Hoodies,20,159.0,60.0,3180.0,1200.0,1980.0,62.26
2026-04-17,JKT-401,Transitional parka,Jackets,10,399.0,175.0,3990.0,1750.0,2240.0,56.14
2026-04-17,JKT-402,Denim jacket,Jackets,14,259.0,105.0,3626.0,1470.0,2156.0,59.46
2026-04-17,ACC-501,Beanie hat,Accessories,36,49.0,14.0,1764.0,504.0,1260.0,71.43
2026-04-18,TSH-001,Basic cotton tee,T-shirts,50,59.0,19.0,2950.0,950.0,2000.0,67.8
2026-04-18,TSH-002,Premium oversize tee,T-shirts,36,89.0,31.0,3204.0,1116.0,2088.0,65.17
2026-04-18,SHI-101,Linen slim shirt,Shirts,21,159.0,62.0,3339.0,1302.0,2037.0,61.01
2026-04-18,SHI-102,Flannel check shirt,Shirts,22,139.0,54.0,3058.0,1188.0,1870.0,61.15
2026-04-18,TRO-201,Chino trousers,Trousers,31,179.0,70.0,5549.0,2170.0,3379.0,60.89
2026-04-18,TRO-202,Regular jeans,Trousers,31,199.0,82.0,6169.0,2542.0,3627.0,58.79
2026-04-18,TRO-203,Jogger sweatpants,Trousers,42,119.0,40.0,4998.0,1680.0,3318.0,66.39
2026-04-18,HOO-301,Hooded sweatshirt,Hoodies,31,189.0,72.0,5859.0,2232.0,3627.0,61.9
2026-04-18,HOO-302,Crewneck sweatshirt,Hoodies,19,159.0,60.0,3021.0,1140.0,1881.0,62.26
2026-04-18,JKT-401,Transitional parka,Jackets,12,399.0,175.0,4788.0,2100.0,2688.0,56.14
2026-04-18,JKT-402,Denim jacket,Jackets,15,259.0,105.0,3885.0,1575.0,2310.0,59.46
2026-04-18,ACC-501,Beanie hat,Accessories,41,49.0,14.0,2009.0,574.0,1435.0,71.43
2026-04-19,TSH-001,Basic cotton tee,T-shirts,68,59.0,19.0,4012.0,1292.0,2720.0,67.8
2026-04-19,TSH-002,Premium oversize tee,T-shirts,47,89.0,31.0,4183.0,1457.0,2726.0,65.17
2026-04-19,SHI-101,Linen slim shirt,Shirts,20,159.0,62.0,3180.0,1240.0,1940.0,61.01
2026-04-19,SHI-102,Flannel check shirt,Shirts,16,139.0,54.0,2224.0,864.0,1360.0,61.15
2026-04-19,TRO-201,Chino trousers,Trousers,27,179.0,70.0,4833.0,1890.0,2943.0,60.89
2026-04-19,TRO-202,Regular jeans,Trousers,36,199.0,82.0,7164.0,2952.0,4212.0,58.79
2026-04-19,TRO-203,Jogger sweatpants,Trousers,44,119.0,40.0,5236.0,1760.0,3476.0,66.39
2026-04-19,HOO-301,Hooded sweatshirt,Hoodies,26,189.0,72.0,4914.0,1872.0,3042.0,61.9
2026-04-19,HOO-302,Crewneck sweatshirt,Hoodies,23,159.0,60.0,3657.0,1380.0,2277.0,62.26
2026-04-19,JKT-401,Transitional parka,Jackets,9,399.0,175.0,3591.0,1575.0,2016.0,56.14
2026-04-19,JKT-402,Denim jacket,Jackets,14,259.0,105.0,3626.0,1470.0,2156.0,59.46
2026-04-19,ACC-501,Beanie hat,Accessories,49,49.0,14.0,2401.0,686.0,1715.0,71.43
2026-04-20,TSH-001,Basic cotton tee,T-shirts,47,59.0,19.0,2773.0,893.0,1880.0,67.8
2026-04-20,TSH-002,Premium oversize tee,T-shirts,41,89.0,31.0,3649.0,1271.0,2378.0,65.17
2026-04-20,SHI-101,Linen slim shirt,Shirts,25,159.0,62.0,3975.0,1550.0,2425.0,61.01
2026-04-20,SHI-102,Flannel check shirt,Shirts,19,139.0,54.0,2641.0,1026.0,1615.0,61.15
2026-04-20,TRO-201,Chino trousers,Trousers,23,179.0,70.0,4117.0,1610.0,2507.0,60.89
2026-04-20,TRO-202,Regular jeans,Trousers,37,199.0,82.0,7363.0,3034.0,4329.0,58.79
2026-04-20,TRO-203,Jogger sweatpants,Trousers,38,119.0,40.0,4522.0,1520.0,3002.0,66.39
2026-04-20,HOO-301,Hooded sweatshirt,Hoodies,23,189.0,72.0,4347.0,1656.0,2691.0,61.9
2026-04-20,HOO-302,Crewneck sweatshirt,Hoodies,19,159.0,60.0,3021.0,1140.0,1881.0,62.26
2026-04-20,JKT-401,Transitional parka,Jackets,9,399.0,175.0,3591.0,1575.0,2016.0,56.14
2026-04-20,JKT-402,Denim jacket,Jackets,12,259.0,105.0,3108.0,1260.0,1848.0,59.46
2026-04-20,ACC-501,Beanie hat,Accessories,40,49.0,14.0,1960.0,560.0,1400.0,71.43
2026-04-21,TSH-001,Basic cotton tee,T-shirts,52,59.0,19.0,3068.0,988.0,2080.0,67.8
2026-04-21,TSH-002,Premium oversize tee,T-shirts,34,89.0,31.0,3026.0,1054.0,1972.0,65.17
2026-04-21,SHI-101,Linen slim shirt,Shirts,15,159.0,62.0,2385.0,930.0,1455.0,61.01
2026-04-21,SHI-102,Flannel check shirt,Shirts,18,139.0,54.0,2502.0,972.0,1530.0,61.15
2026-04-21,TRO-201,Chino trousers,Trousers,24,179.0,70.0,4296.0,1680.0,2616.0,60.89
2026-04-21,TRO-202,Regular jeans,Trousers,29,199.0,82.0,5771.0,2378.0,3393.0,58.79
2026-04-21,TRO-203,Jogger sweatpants,Trousers,31,119.0,40.0,3689.0,1240.0,2449.0,66.39
2026-04-21,HOO-301,Hooded sweatshirt,Hoodies,20,189.0,72.0,3780.0,1440.0,2340.0,61.9
2026-04-21,HOO-302,Crewneck sweatshirt,Hoodies,18,159.0,60.0,2862.0,1080.0,1782.0,62.26
2026-04-21,JKT-401,Transitional parka,Jackets,10,399.0,175.0,3990.0,1750.0,2240.0,56.14
2026-04-21,JKT-402,Denim jacket,Jackets,9,259.0,105.0,2331.0,945.0,1386.0,59.46
2026-04-21,ACC-501,Beanie hat,Accessories,40,49.0,14.0,1960.0,560.0,1400.0,71.43
2026-04-22,TSH-001,Basic cotton tee,T-shirts,44,59.0,19.0,2596.0,836.0,1760.0,67.8
2026-04-22,TSH-002,Premium oversize tee,T-shirts,29,89.0,31.0,2581.0,899.0,1682.0,65.17
2026-04-22,SHI-101,Linen slim shirt,Shirts,17,159.0,62.0,2703.0,1054.0,1649.0,61.01
2026-04-22,SHI-102,Flannel check shirt,Shirts,16,139.0,54.0,2224.0,864.0,1360.0,61.15
2026-04-22,TRO-201,Chino trousers,Trousers,19,179.0,70.0,3401.0,1330.0,2071.0,60.89
2026-04-22,TRO-202,Regular jeans,Trousers,28,199.0,82.0,5572.0,2296.0,3276.0,58.79
2026-04-22,TRO-203,Jogger sweatpants,Trousers,31,119.0,40.0,3689.0,1240.0,2449.0,66.39
2026-04-22,HOO-301,Hooded sweatshirt,Hoodies,16,189.0,72.0,3024.0,1152.0,1872.0,61.9
2026-04-22,HOO-302,Crewneck sweatshirt,Hoodies,18,159.0,60.0,2862.0,1080.0,1782.0,62.26
2026-04-22,JKT-401,Transitional parka,Jackets,7,399.0,175.0,2793.0,1225.0,1568.0,56.14
2026-04-22,JKT-402,Denim jacket,Jackets,10,259.0,105.0,2590.0,1050.0,1540.0,59.46
2026-04-22,ACC-501,Beanie hat,Accessories,35,49.0,14.0,1715.0,490.0,1225.0,71.43
2026-04-23,TSH-001,Basic cotton tee,T-shirts,44,59.0,19.0,2596.0,836.0,1760.0,67.8
2026-04-23,TSH-002,Premium oversize tee,T-shirts,25,89.0,31.0,2225.0,775.0,1450.0,65.17
2026-04-23,SHI-101,Linen slim shirt,Shirts,21,159.0,62.0,3339.0,1302.0,2037.0,61.01
2026-04-23,SHI-102,Flannel check shirt,Shirts,13,139.0,54.0,1807.0,702.0,1105.0,61.15
2026-04-23,TRO-201,Chino trousers,Trousers,20,179.0,70.0,3580.0,1400.0,2180.0,60.89
2026-04-23,TRO-202,Regular jeans,Trousers,29,199.0,82.0,5771.0,2378.0,3393.0,58.79
2026-04-23,TRO-203,Jogger sweatpants,Trousers,27,119.0,40.0,3213.0,1080.0,2133.0,66.39
2026-04-23,HOO-301,Hooded sweatshirt,Hoodies,23,189.0,72.0,4347.0,1656.0,2691.0,61.9
2026-04-23,HOO-302,Crewneck sweatshirt,Hoodies,18,159.0,60.0,2862.0,1080.0,1782.0,62.26
2026-04-23,JKT-401,Transitional parka,Jackets,7,399.0,175.0,2793.0,1225.0,1568.0,56.14
2026-04-23,JKT-402,Denim jacket,Jackets,8,259.0,105.0,2072.0,840.0,1232.0,59.46
2026-04-23,ACC-501,Beanie hat,Accessories,42,49.0,14.0,2058.0,588.0,1470.0,71.43
2026-04-24,TSH-001,Basic cotton tee,T-shirts,44,59.0,19.0,2596.0,836.0,1760.0,67.8
2026-04-24,TSH-002,Premium oversize tee,T-shirts,39,89.0,31.0,3471.0,1209.0,2262.0,65.17
2026-04-24,SHI-101,Linen slim shirt,Shirts,21,159.0,62.0,3339.0,1302.0,2037.0,61.01
2026-04-24,SHI-102,Flannel check shirt,Shirts,20,139.0,54.0,2780.0,1080.0,1700.0,61.15
2026-04-24,TRO-201,Chino trousers,Trousers,28,179.0,70.0,5012.0,1960.0,3052.0,60.89
2026-04-24,TRO-202,Regular jeans,Trousers,31,199.0,82.0,6169.0,2542.0,3627.0,58.79
2026-04-24,TRO-203,Jogger sweatpants,Trousers,33,119.0,40.0,3927.0,1320.0,2607.0,66.39
2026-04-24,HOO-301,Hooded sweatshirt,Hoodies,26,189.0,72.0,4914.0,1872.0,3042.0,61.9
2026-04-24,HOO-302,Crewneck sweatshirt,Hoodies,16,159.0,60.0,2544.0,960.0,1584.0,62.26
2026-04-24,JKT-401,Transitional parka,Jackets,8,399.0,175.0,3192.0,1400.0,1792.0,56.14
2026-04-24,JKT-402,Denim jacket,Jackets,13,259.0,105.0,3367.0,1365.0,2002.0,59.46
2026-04-24,ACC-501,Beanie hat,Accessories,38,49.0,14.0,1862.0,532.0,1330.0,71.43
2026-04-25,TSH-001,Basic cotton tee,T-shirts,65,59.0,19.0,3835.0,1235.0,2600.0,67.8
2026-04-25,TSH-002,Premium oversize tee,T-shirts,42,89.0,31.0,3738.0,1302.0,2436.0,65.17
2026-04-25,SHI-101,Linen slim shirt,Shirts,26,159.0,62.0,4134.0,1612.0,2522.0,61.01
2026-04-25,SHI-102,Flannel check shirt,Shirts,20,139.0,54.0,2780.0,1080.0,1700.0,61.15
2026-04-25,TRO-201,Chino trousers,Trousers,34,179.0,70.0,6086.0,2380.0,3706.0,60.89
2026-04-25,TRO-202,Regular jeans,Trousers,33,199.0,82.0,6567.0,2706.0,3861.0,58.79
2026-04-25,TRO-203,Jogger sweatpants,Trousers,42,119.0,40.0,4998.0,1680.0,3318.0,66.39
2026-04-25,HOO-301,Hooded sweatshirt,Hoodies,25,189.0,72.0,4725.0,1800.0,2925.0,61.9
2026-04-25,HOO-302,Crewneck sweatshirt,Hoodies,20,159.0,60.0,3180.0,1200.0,1980.0,62.26
2026-04-25,JKT-401,Transitional parka,Jackets,9,399.0,175.0,3591.0,1575.0,2016.0,56.14
2026-04-25,JKT-402,Denim jacket,Jackets,12,259.0,105.0,3108.0,1260.0,1848.0,59.46
2026-04-25,ACC-501,Beanie hat,Accessories,42,49.0,14.0,2058.0,588.0,1470.0,71.43
2026-04-26,TSH-001,Basic cotton tee,T-shirts,62,59.0,19.0,3658.0,1178.0,2480.0,67.8
2026-04-26,TSH-002,Premium oversize tee,T-shirts,45,89.0,31.0,4005.0,1395.0,2610.0,65.17
2026-04-26,SHI-101,Linen slim shirt,Shirts,21,159.0,62.0,3339.0,1302.0,2037.0,61.01
2026-04-26,SHI-102,Flannel check shirt,Shirts,18,139.0,54.0,2502.0,972.0,1530.0,61.15
2026-04-26,TRO-201,Chino trousers,Trousers,29,179.0,70.0,5191.0,2030.0,3161.0,60.89
2026-04-26,TRO-202,Regular jeans,Trousers,37,199.0,82.0,7363.0,3034.0,4329.0,58.79
2026-04-26,TRO-203,Jogger sweatpants,Trousers,45,119.0,40.0,5355.0,1800.0,3555.0,66.39
2026-04-26,HOO-301,Hooded sweatshirt,Hoodies,27,189.0,72.0,5103.0,1944.0,3159.0,61.9
2026-04-26,HOO-302,Crewneck sweatshirt,Hoodies,20,159.0,60.0,3180.0,1200.0,1980.0,62.26
2026-04-26,JKT-401,Transitional parka,Jackets,9,399.0,175.0,3591.0,1575.0,2016.0,56.14
2026-04-26,JKT-402,Denim jacket,Jackets,12,259.0,105.0,3108.0,1260.0,1848.0,59.46
2026-04-26,ACC-501,Beanie hat,Accessories,42,49.0,14.0,2058.0,588.0,1470.0,71.43
2026-04-27,TSH-001,Basic cotton tee,T-shirts,49,59.0,19.0,2891.0,931.0,1960.0,67.8
2026-04-27,TSH-002,Premium oversize tee,T-shirts,30,89.0,31.0,2670.0,930.0,1740.0,65.17
2026-04-27,SHI-101,Linen slim shirt,Shirts,23,159.0,62.0,3657.0,1426.0,2231.0,61.01
2026-04-27,SHI-102,Flannel check shirt,Shirts,17,139.0,54.0,2363.0,918.0,1445.0,61.15
2026-04-27,TRO-201,Chino trousers,Trousers,32,179.0,70.0,5728.0,2240.0,3488.0,60.89
2026-04-27,TRO-202,Regular jeans,Trousers,32,199.0,82.0,6368.0,2624.0,3744.0,58.79
2026-04-27,TRO-203,Jogger sweatpants,Trousers,38,119.0,40.0,4522.0,1520.0,3002.0,66.39
2026-04-27,HOO-301,Hooded sweatshirt,Hoodies,21,189.0,72.0,3969.0,1512.0,2457.0,61.9
2026-04-27,HOO-302,Crewneck sweatshirt,Hoodies,23,159.0,60.0,3657.0,1380.0,2277.0,62.26
2026-04-27,JKT-401,Transitional parka,Jackets,10,399.0,175.0,3990.0,1750.0,2240.0,56.14
2026-04-27,JKT-402,Denim jacket,Jackets,14,259.0,105.0,3626.0,1470.0,2156.0,59.46
2026-04-27,ACC-501,Beanie hat,Accessories,45,49.0,14.0,2205.0,630.0,1575.0,71.43
2026-04-28,TSH-001,Basic cotton tee,T-shirts,46,59.0,19.0,2714.0,874.0,1840.0,67.8
2026-04-28,TSH-002,Premium oversize tee,T-shirts,30,89.0,31.0,2670.0,930.0,1740.0,65.17
2026-04-28,SHI-101,Linen slim shirt,Shirts,16,159.0,62.0,2544.0,992.0,1552.0,61.01
2026-04-28,SHI-102,Flannel check shirt,Shirts,13,139.0,54.0,1807.0,702.0,1105.0,61.15
2026-04-28,TRO-201,Chino trousers,Trousers,27,179.0,70.0,4833.0,1890.0,2943.0,60.89
2026-04-28,TRO-202,Regular jeans,Trousers,25,199.0,82.0,4975.0,2050.0,2925.0,58.79
2026-04-28,TRO-203,Jogger sweatpants,Trousers,32,119.0,40.0,3808.0,1280.0,2528.0,66.39
2026-04-28,HOO-301,Hooded sweatshirt,Hoodies,20,189.0,72.0,3780.0,1440.0,2340.0,61.9
2026-04-28,HOO-302,Crewneck sweatshirt,Hoodies,14,159.0,60.0,2226.0,840.0,1386.0,62.26
2026-04-28,JKT-401,Transitional parka,Jackets,9,399.0,175.0,3591.0,1575.0,2016.0,56.14
2026-04-28,JKT-402,Denim jacket,Jackets,8,259.0,105.0,2072.0,840.0,1232.0,59.46
2026-04-28,ACC-501,Beanie hat,Accessories,31,49.0,14.0,1519.0,434.0,1085.0,71.43
2026-04-29,TSH-001,Basic cotton tee,T-shirts,45,59.0,19.0,2655.0,855.0,1800.0,67.8
2026-04-29,TSH-002,Premium oversize tee,T-shirts,27,89.0,31.0,2403.0,837.0,1566.0,65.17
2026-04-29,SHI-101,Linen slim shirt,Shirts,21,159.0,62.0,3339.0,1302.0,2037.0,61.01
2026-04-29,SHI-102,Flannel check shirt,Shirts,12,139.0,54.0,1668.0,648.0,1020.0,61.15
2026-04-29,TRO-201,Chino trousers,Trousers,24,179.0,70.0,4296.0,1680.0,2616.0,60.89
2026-04-29,TRO-202,Regular jeans,Trousers,25,199.0,82.0,4975.0,2050.0,2925.0,58.79
2026-04-29,TRO-203,Jogger sweatpants,Trousers,30,119.0,40.0,3570.0,1200.0,2370.0,66.39
2026-04-29,HOO-301,Hooded sweatshirt,Hoodies,17,189.0,72.0,3213.0,1224.0,1989.0,61.9
2026-04-29,HOO-302,Crewneck sweatshirt,Hoodies,16,159.0,60.0,2544.0,960.0,1584.0,62.26
2026-04-29,JKT-401,Transitional parka,Jackets,8,399.0,175.0,3192.0,1400.0,1792.0,56.14
2026-04-29,JKT-402,Denim jacket,Jackets,10,259.0,105.0,2590.0,1050.0,1540.0,59.46
2026-04-29,ACC-501,Beanie hat,Accessories,39,49.0,14.0,1911.0,546.0,1365.0,71.43
2026-04-30,TSH-001,Basic cotton tee,T-shirts,55,59.0,19.0,3245.0,1045.0,2200.0,67.8
2026-04-30,TSH-002,Premium oversize tee,T-shirts,28,89.0,31.0,2492.0,868.0,1624.0,65.17
2026-04-30,SHI-101,Linen slim shirt,Shirts,19,159.0,62.0,3021.0,1178.0,1843.0,61.01
2026-04-30,SHI-102,Flannel check shirt,Shirts,16,139.0,54.0,2224.0,864.0,1360.0,61.15
2026-04-30,TRO-201,Chino trousers,Trousers,25,179.0,70.0,4475.0,1750.0,2725.0,60.89
2026-04-30,TRO-202,Regular jeans,Trousers,30,199.0,82.0,5970.0,2460.0,3510.0,58.79
2026-04-30,TRO-203,Jogger sweatpants,Trousers,25,119.0,40.0,2975.0,1000.0,1975.0,66.39
2026-04-30,HOO-301,Hooded sweatshirt,Hoodies,18,189.0,72.0,3402.0,1296.0,2106.0,61.9
2026-04-30,HOO-302,Crewneck sweatshirt,Hoodies,18,159.0,60.0,2862.0,1080.0,1782.0,62.26
2026-04-30,JKT-401,Transitional parka,Jackets,7,399.0,175.0,2793.0,1225.0,1568.0,56.14
2026-04-30,JKT-402,Denim jacket,Jackets,9,259.0,105.0,2331.0,945.0,1386.0,59.46
2026-04-30,ACC-501,Beanie hat,Accessories,30,49.0,14.0,1470.0,420.0,1050.0,71.43
2026-05-01,TSH-001,Basic cotton tee,T-shirts,43,59.0,19.0,2537.0,817.0,1720.0,67.8
2026-05-01,TSH-002,Premium oversize tee,T-shirts,35,89.0,31.0,3115.0,1085.0,2030.0,65.17
2026-05-01,SHI-101,Linen slim shirt,Shirts,22,159.0,62.0,3498.0,1364.0,2134.0,61.01
2026-05-01,SHI-102,Flannel check shirt,Shirts,16,139.0,54.0,2224.0,864.0,1360.0,61.15
2026-05-01,TRO-201,Chino trousers,Trousers,23,179.0,70.0,4117.0,1610.0,2507.0,60.89
2026-05-01,TRO-202,Regular jeans,Trousers,32,199.0,82.0,6368.0,2624.0,3744.0,58.79
2026-05-01,TRO-203,Jogger sweatpants,Trousers,36,119.0,40.0,4284.0,1440.0,2844.0,66.39
2026-05-01,HOO-301,Hooded sweatshirt,Hoodies,23,189.0,72.0,4347.0,1656.0,2691.0,61.9
2026-05-01,HOO-302,Crewneck sweatshirt,Hoodies,21,159.0,60.0,3339.0,1260.0,2079.0,62.26
2026-05-01,JKT-401,Transitional parka,Jackets,11,399.0,175.0,4389.0,1925.0,2464.0,56.14
2026-05-01,JKT-402,Denim jacket,Jackets,13,259.0,105.0,3367.0,1365.0,2002.0,59.46
2026-05-01,ACC-501,Beanie hat,Accessories,44,49.0,14.0,2156.0,616.0,1540.0,71.43
2026-05-02,TSH-001,Basic cotton tee,T-shirts,68,59.0,19.0,4012.0,1292.0,2720.0,67.8
2026-05-02,TSH-002,Premium oversize tee,T-shirts,50,89.0,31.0,4450.0,1550.0,2900.0,65.17
2026-05-02,SHI-101,Linen slim shirt,Shirts,25,159.0,62.0,3975.0,1550.0,2425.0,61.01
2026-05-02,SHI-102,Flannel check shirt,Shirts,22,139.0,54.0,3058.0,1188.0,1870.0,61.15
2026-05-02,TRO-201,Chino trousers,Trousers,33,179.0,70.0,5907.0,2310.0,3597.0,60.89
2026-05-02,TRO-202,Regular jeans,Trousers,41,199.0,82.0,8159.0,3362.0,4797.0,58.79
2026-05-02,TRO-203,Jogger sweatpants,Trousers,45,119.0,40.0,5355.0,1800.0,3555.0,66.39
2026-05-02,HOO-301,Hooded sweatshirt,Hoodies,23,189.0,72.0,4347.0,1656.0,2691.0,61.9
2026-05-02,HOO-302,Crewneck sweatshirt,Hoodies,20,159.0,60.0,3180.0,1200.0,1980.0,62.26
2026-05-02,JKT-401,Transitional parka,Jackets,10,399.0,175.0,3990.0,1750.0,2240.0,56.14
2026-05-02,JKT-402,Denim jacket,Jackets,16,259.0,105.0,4144.0,1680.0,2464.0,59.46
2026-05-02,ACC-501,Beanie hat,Accessories,51,49.0,14.0,2499.0,714.0,1785.0,71.43
2026-05-03,TSH-001,Basic cotton tee,T-shirts,56,59.0,19.0,3304.0,1064.0,2240.0,67.8
2026-05-03,TSH-002,Premium oversize tee,T-shirts,35,89.0,31.0,3115.0,1085.0,2030.0,65.17
2026-05-03,SHI-101,Linen slim shirt,Shirts,26,159.0,62.0,4134.0,1612.0,2522.0,61.01
2026-05-03,SHI-102,Flannel check shirt,Shirts,22,139.0,54.0,3058.0,1188.0,1870.0,61.15
2026-05-03,TRO-201,Chino trousers,Trousers,35,179.0,70.0,6265.0,2450.0,3815.0,60.89
2026-05-03,TRO-202,Regular jeans,Trousers,34,199.0,82.0,6766.0,2788.0,3978.0,58.79
2026-05-03,TRO-203,Jogger sweatpants,Trousers,38,119.0,40.0,4522.0,1520.0,3002.0,66.39
2026-05-03,HOO-301,Hooded sweatshirt,Hoodies,23,189.0,72.0,4347.0,1656.0,2691.0,61.9
2026-05-03,HOO-302,Crewneck sweatshirt,Hoodies,18,159.0,60.0,2862.0,1080.0,1782.0,62.26
2026-05-03,JKT-401,Transitional parka,Jackets,11,399.0,175.0,4389.0,1925.0,2464.0,56.14
2026-05-03,JKT-402,Denim jacket,Jackets,13,259.0,105.0,3367.0,1365.0,2002.0,59.46
2026-05-03,ACC-501,Beanie hat,Accessories,43,49.0,14.0,2107.0,602.0,1505.0,71.43
2026-05-04,TSH-001,Basic cotton tee,T-shirts,47,59.0,19.0,2773.0,893.0,1880.0,67.8
2026-05-04,TSH-002,Premium oversize tee,T-shirts,45,89.0,31.0,4005.0,1395.0,2610.0,65.17
2026-05-04,SHI-101,Linen slim shirt,Shirts,26,159.0,62.0,4134.0,1612.0,2522.0,61.01
2026-05-04,SHI-102,Flannel check shirt,Shirts,19,139.0,54.0,2641.0,1026.0,1615.0,61.15
2026-05-04,TRO-201,Chino trousers,Trousers,33,179.0,70.0,5907.0,2310.0,3597.0,60.89
2026-05-04,TRO-202,Regular jeans,Trousers,38,199.0,82.0,7562.0,3116.0,4446.0,58.79
2026-05-04,TRO-203,Jogger sweatpants,Trousers,38,119.0,40.0,4522.0,1520.0,3002.0,66.39
2026-05-04,HOO-301,Hooded sweatshirt,Hoodies,23,189.0,72.0,4347.0,1656.0,2691.0,61.9
2026-05-04,HOO-302,Crewneck sweatshirt,Hoodies,16,159.0,60.0,2544.0,960.0,1584.0,62.26
2026-05-04,JKT-401,Transitional parka,Jackets,11,399.0,175.0,4389.0,1925.0,2464.0,56.14
2026-05-04,JKT-402,Denim jacket,Jackets,12,259.0,105.0,3108.0,1260.0,1848.0,59.46
2026-05-04,ACC-501,Beanie hat,Accessories,47,49.0,14.0,2303.0,658.0,1645.0,71.43
2026-05-05,TSH-001,Basic cotton tee,T-shirts,54,59.0,19.0,3186.0,1026.0,2160.0,67.8
2026-05-05,TSH-002,Premium oversize tee,T-shirts,27,89.0,31.0,2403.0,837.0,1566.0,65.17
2026-05-05,SHI-101,Linen slim shirt,Shirts,19,159.0,62.0,3021.0,1178.0,1843.0,61.01
2026-05-05,SHI-102,Flannel check shirt,Shirts,16,139.0,54.0,2224.0,864.0,1360.0,61.15
2026-05-05,TRO-201,Chino trousers,Trousers,23,179.0,70.0,4117.0,1610.0,2507.0,60.89
2026-05-05,TRO-202,Regular jeans,Trousers,22,199.0,82.0,4378.0,1804.0,2574.0,58.79
2026-05-05,TRO-203,Jogger sweatpants,Trousers,27,119.0,40.0,3213.0,1080.0,2133.0,66.39
2026-05-05,HOO-301,Hooded sweatshirt,Hoodies,19,189.0,72.0,3591.0,1368.0,2223.0,61.9
2026-05-05,HOO-302,Crewneck sweatshirt,Hoodies,18,159.0,60.0,2862.0,1080.0,1782.0,62.26
2026-05-05,JKT-401,Transitional parka,Jackets,9,399.0,175.0,3591.0,1575.0,2016.0,56.14
2026-05-05,JKT-402,Denim jacket,Jackets,10,259.0,105.0,2590.0,1050.0,1540.0,59.46
2026-05-05,ACC-501,Beanie hat,Accessories,39,49.0,14.0,1911.0,546.0,1365.0,71.43
2026-05-06,TSH-001,Basic cotton tee,T-shirts,41,59.0,19.0,2419.0,779.0,1640.0,67.8
2026-05-06,TSH-002,Premium oversize tee,T-shirts,35,89.0,31.0,3115.0,1085.0,2030.0,65.17
2026-05-06,SHI-101,Linen slim shirt,Shirts,20,159.0,62.0,3180.0,1240.0,1940.0,61.01
2026-05-06,SHI-102,Flannel check shirt,Shirts,15,139.0,54.0,2085.0,810.0,1275.0,61.15
2026-05-06,TRO-201,Chino trousers,Trousers,21,179.0,70.0,3759.0,1470.0,2289.0,60.89
